Held	Helden	N;NFIN	N;DAT;PL	C
Magier	Magiern	N;NFIN	N;DAT;PL	C
Gymnasium	Gymnasien	N;NFIN	N;DAT;PL	C
Zeitplan	Zeitplan	N;NFIN	N;NOM;SG	C
sinken	sinkest	V;NFIN	V;SBJV;PRS;2;SG	C
Beil	Beilen	N;NFIN	N;DAT;PL	C
keulen	keulst	V;NFIN	V;IND;PRS;2;SG	C
Fehde	Fehden	N;NFIN	N;DAT;PL	C
umarmen	umarmet	V;NFIN	V;SBJV;PRS;2;PL	C
kauern	kauerten	V;NFIN	V;SBJV;PST;3;PL	C
haaren	haarte	V;NFIN	V;SBJV;PST;1;SG	C
Arsenit	Arsenit	N;NFIN	N;NOM;SG	C
entheiligen	entheilige	V;NFIN	V;SBJV;PRS;1;SG	C
Hypochlorit	Hypochlorit	N;NFIN	N;NOM;SG	C
Gespenst	Gespenstern	N;NFIN	N;DAT;PL	C
bombardieren	bombardiert	V;NFIN	V;IND;PRS;2;PL	C
Wembley-Tor	Wembley-Toren	N;NFIN	N;DAT;PL	C
Anrufbeantworter	Anrufbeantworter	N;NFIN	N;NOM;SG	C
Krankenschein	Krankenscheinen	N;NFIN	N;DAT;PL	C
erwachen	erwache	V;NFIN	V;SBJV;PRS;1;SG	C
erinnern	erinnerest	V;NFIN	V;SBJV;PRS;2;SG	C
Anhängsel	Anhängseln	N;NFIN	N;DAT;PL	C
durchwachen	durchwacht	V;NFIN	V;IND;PRS;2;PL	C
Nährmedium	Nährmedien	N;NFIN	N;DAT;PL	C
Lusitaner	Lusitaner	N;NFIN	N;NOM;SG	C
Teufel	Teufeln	N;NFIN	N;DAT;PL	C
Fischotter	Fischotter	N;NFIN	N;NOM;SG	C
NAND-Gatter	NAND-Gatter	N;NFIN	N;NOM;SG	C
Katamaran	Katamaranen	N;NFIN	N;DAT;PL	C
ausgeht	ausgehst	V;IND;PRS;2;PL	V;IND;PRS;2;SG	C
gehorchte	gehorchten	V;SBJV;PST;1;SG	V;SBJV;PST;3;PL	C
begehrte	begehrst	V;SBJV;PST;1;SG	V;IND;PRS;2;SG	C
verzehrt	verzehrst	V;IND;PRS;2;PL	V;IND;PRS;2;SG	C
erfüllt	erfüllet	V;IND;PRS;2;PL	V;SBJV;PRS;2;PL	C
auflegt	auflegst	V;IND;PRS;2;PL	V;IND;PRS;2;SG	C
regieret	regiere	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
decke	decket	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL	C
bauest	bauten	V;SBJV;PRS;2;SG	V;SBJV;PST;3;PL	C
bereitet	bereite	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
bauest	baue	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;SG	C
liege	liegen	V;SBJV;PRS;1;SG	N;DAT;PL	C
danket	dankte	V;SBJV;PRS;2;PL	V;SBJV;PST;1;SG	C
Weg	Wegen	N;NOM;SG	N;DAT;PL	C
still	stille	N;NOM;SG	V;SBJV;PRS;1;SG	C
fallt	fallest	V;IND;PRS;2;PL	V;SBJV;PRS;2;SG	C
rächte	rächest	V;SBJV;PST;1;SG	V;SBJV;PRS;2;SG	C
ehrest	ehre	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;SG	C
Füllen	Füllet	N;DAT;PL	V;SBJV;PRS;2;PL	C
meinst	meinte	V;IND;PRS;2;SG	V;SBJV;PST;1;SG	C
Lobe	Lob	V;SBJV;PRS;1;SG	N;NOM;SG	C
stehest	stehet	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	C
bekehrst	bekehrten	V;IND;PRS;2;SG	V;SBJV;PST;3;PL	C
möget	mögest	V;SBJV;PRS;2;PL	V;SBJV;PRS;2;SG	C
haben	habest	N;DAT;PL	V;SBJV;PRS;2;SG	C
fahrest	fahret	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	C
bekennst	bekennt	V;IND;PRS;2;SG	V;IND;PRS;2;PL	C
ehre	ehrte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
Meinst	Meine	V;IND;PRS;2;SG	V;SBJV;PRS;1;SG	C
Beten	Bete	N;DAT;PL	V;SBJV;PRS;1;SG	C
pflanzt	pflanzet	V;IND;PRS;2;PL	V;SBJV;PRS;2;PL	C
sollt	solle	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG	C
Fragen	Frage	N;DAT;PL	V;SBJV;PRS;1;SG	C
stelle	stellen	V;SBJV;PRS;1;SG	N;DAT;PL	C
verbot	verboten	N;NOM;SG	N;DAT;PL	C
schwebte	schwebe	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG	C
ehre	ehret	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL	C
steige	steigest	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;SG	C
kaufst	kaufet	V;IND;PRS;2;SG	V;SBJV;PRS;2;PL	C
Macht	Mache	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG	C
baue	bauest	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;SG	C
auflöste	auflöst	V;SBJV;PST;1;SG	V;IND;PRS;2;PL	C
vertraget	vertrage	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
begrabet	begrabt	V;SBJV;PRS;2;PL	V;IND;PRS;2;PL	C
zeigst	zeiget	V;IND;PRS;2;SG	V;SBJV;PRS;2;PL	C
bewahret	bewahrt	V;SBJV;PRS;2;PL	V;IND;PRS;2;PL	C
wacht	wachen	V;IND;PRS;2;PL	N;DAT;PL	C
sage	sagst	V;SBJV;PRS;1;SG	V;IND;PRS;2;SG	C
erlöset	erlöse	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
hure	hurst	V;SBJV;PRS;1;SG	V;IND;PRS;2;SG	C
gewöhnte	gewöhnt	V;SBJV;PST;1;SG	V;IND;PRS;2;PL	C
nützt	nütze	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG	C
gesellt	geselle	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG	C
fluchet	flucht	V;SBJV;PRS;2;PL	V;IND;PRS;2;PL	C
verwahrst	verwahret	V;IND;PRS;2;SG	V;SBJV;PRS;2;PL	C
folgen	folget	N;DAT;PL	V;SBJV;PRS;2;PL	C
suchte	suchten	V;SBJV;PST;1;SG	V;SBJV;PST;3;PL	C
werft	werfet	V;IND;PRS;2;PL	V;SBJV;PRS;2;PL	C
erhebet	erhebest	V;SBJV;PRS;2;PL	V;SBJV;PRS;2;SG	C
hasse	hassest	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;SG	C
bracht	brachen	V;IND;PRS;2;PL	N;DAT;PL	C
speisest	speise	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;SG	C
fragen	fraget	N;DAT;PL	V;SBJV;PRS;2;PL	C
wach	wachte	N;NOM;SG	V;SBJV;PST;1;SG	C
älteste	ältesten	V;SBJV;PRS;1;SG	N;DAT;PL	C
gehörten	gehöre	V;SBJV;PST;3;PL	V;SBJV;PRS;1;SG	C
bitten	bitte	N;DAT;PL	V;SBJV;PRS;1;SG	C
gehöre	gehört	V;SBJV;PRS;1;SG	V;IND;PRS;2;PL	C
Vorstädte	Vorstädten	V;SBJV;PRS;1;SG	N;DAT;PL	C
gehörst	gehörten	V;IND;PRS;2;SG	V;SBJV;PST;3;PL	C
Gebete	Gebeten	V;SBJV;PRS;1;SG	N;DAT;PL	C
wolle	wollest	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;SG	C
Propheten	Prophet	N;DAT;PL	N;NOM;SG	C
Feinde	Feind	V;SBJV;PRS;1;SG	N;NOM;SG	C
wohnest	wohnte	V;SBJV;PRS;2;SG	V;SBJV;PST;1;SG	C
predigte	predigten	V;SBJV;PST;1;SG	V;SBJV;PST;3;PL	C
Meinst	Meinet	V;IND;PRS;2;SG	V;SBJV;PRS;2;PL	C
Gewürze	Gewürzen	V;SBJV;PRS;1;SG	N;DAT;PL	C
sehest	seht	V;SBJV;PRS;2;SG	V;IND;PRS;2;PL	C
zerstreuet	zerstreuten	V;SBJV;PRS;2;PL	V;SBJV;PST;3;PL	C
beseht	besehet	V;IND;PRS;2;PL	V;SBJV;PRS;2;PL	C
zanket	zankte	V;SBJV;PRS;2;PL	V;SBJV;PST;1;SG	C
folget	folge	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
kaufet	kaufest	V;SBJV;PRS;2;PL	V;SBJV;PRS;2;SG	C
Ochsen	Ochs	N;DAT;PL	N;NOM;SG	C
freute	freuet	V;SBJV;PST;1;SG	V;SBJV;PRS;2;PL	C
Anfechtung	Anfechtungen	N;NOM;SG	N;DAT;PL	C
Leset	Lesen	V;IND;PRS;2;PL	N;DAT;PL	C
grüßte	grüßet	V;SBJV;PST;1;SG	V;SBJV;PRS;2;PL	C
fehlen	fehle	N;DAT;PL	V;SBJV;PRS;1;SG	C
reden	rede	N;DAT;PL	V;SBJV;PRS;1;SG	C
scheinest	scheinet	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	C
kommet	kommst	V;SBJV;PRS;2;PL	V;IND;PRS;2;SG	C
könnte	könnet	V;SBJV;PST;1;SG	V;SBJV;PRS;2;PL	C
zweifel	zweifeln	N;NOM;SG	N;DAT;PL	C
heißt	heiße	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG	C
räumet	räumen	V;IND;PRS;2;PL	N;DAT;PL	C
geboten	gebot	N;DAT;PL	N;NOM;SG	C
hingeht	hingehet	V;IND;PRS;2;PL	V;SBJV;PRS;2;PL	C
befestigten	befestigte	V;SBJV;PST;3;PL	V;SBJV;PST;1;SG	C
Falle	Fallen	V;SBJV;PRS;1;SG	N;DAT;PL	C
fehlen	fehlte	N;DAT;PL	V;SBJV;PST;1;SG	C
krieget	kriegte	V;SBJV;PRS;2;PL	V;SBJV;PST;1;SG	C
setzet	setzt	V;SBJV;PRS;2;PL	V;IND;PRS;2;PL	C
erhöhest	erhöht	V;SBJV;PRS;2;SG	V;IND;PRS;2;PL	C
fluchet	fluchte	V;SBJV;PRS;2;PL	V;SBJV;PST;1;SG	C
mache	machte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
bekehrt	bekehrte	V;IND;PRS;2;PL	V;SBJV;PST;1;SG	C
berührt	berühret	V;IND;PRS;2;PL	V;SBJV;PRS;2;PL	C
haltest	haltet	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	C
Stimmen	Stimme	N;DAT;PL	V;SBJV;PRS;1;SG	C
ehren	ehrst	N;DAT;PL	V;IND;PRS;2;SG	C
werden	werde	N;DAT;PL	V;SBJV;PRS;1;SG	C
schrecken	schreckt	N;DAT;PL	V;IND;PRS;2;PL	C
löste	löst	V;SBJV;PST;1;SG	V;IND;PRS;2;PL	C
machest	macht	V;SBJV;PRS;2;SG	V;IND;PRS;2;PL	C
gehet	gehst	V;SBJV;PRS;2;PL	V;IND;PRS;2;SG	C
säte	säet	V;SBJV;PST;1;SG	V;SBJV;PRS;2;PL	C
wachsen	wachset	N;DAT;PL	V;SBJV;PRS;2;PL	C
grüßte	grüße	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG	C
Schaden	Schade	N;DAT;PL	V;SBJV;PRS;1;SG	C
versucht	versuchst	V;IND;PRS;2;PL	V;IND;PRS;2;SG	C
bezahlt	bezahlest	V;IND;PRS;2;PL	V;SBJV;PRS;2;SG	C
decket	deckte	V;SBJV;PRS;2;PL	V;SBJV;PST;1;SG	C
heil	heile	N;NOM;SG	V;SBJV;PRS;1;SG	C
kehret	kehre	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
führst	führet	V;IND;PRS;2;SG	V;SBJV;PRS;2;PL	C
höhnest	höhnte	V;SBJV;PRS;2;SG	V;SBJV;PST;1;SG	C
verkaufe	verkaufst	V;SBJV;PRS;1;SG	V;IND;PRS;2;SG	C
glaubet	glaube	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
Spannt	Spanne	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG	C
ehrte	ehrest	V;SBJV;PST;1;SG	V;SBJV;PRS;2;SG	C
Tiere	Tieren	V;SBJV;PRS;1;SG	N;DAT;PL	C
besucht	besuche	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG	C
Deutung	Deutungen	N;NOM;SG	N;DAT;PL	C
schließen	schließt	N;DAT;PL	V;IND;PRS;2;PL	C
klagte	klage	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG	C
spannen	spannt	N;DAT;PL	V;IND;PRS;2;PL	C
entsetzet	entsetzte	V;SBJV;PRS;2;PL	V;SBJV;PST;1;SG	C
verkaufst	verkauft	V;IND;PRS;2;SG	V;IND;PRS;2;PL	C
empörte	empört	V;SBJV;PST;1;SG	V;IND;PRS;2;PL	C
Fülle	Füllen	V;SBJV;PRS;1;SG	N;DAT;PL	C
demütig	demütige	N;NOM;SG	V;SBJV;PRS;1;SG	C
Stärke	Stärket	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL	C
fluchet	fluchten	V;SBJV;PRS;2;PL	V;SBJV;PST;3;PL	C
Taufen	Taufe	N;DAT;PL	V;SBJV;PRS;1;SG	C
stille	stillte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
beweise	beweisen	V;SBJV;PRS;1;SG	N;DAT;PL	C
trüb	trübe	N;NOM;SG	V;SBJV;PRS;1;SG	C
Perle	Perlen	V;SBJV;PRS;1;SG	N;DAT;PL	C
speiest	speist	V;SBJV;PRS;2;SG	V;IND;PRS;2;SG	C
bleibst	bleibet	V;IND;PRS;2;SG	V;SBJV;PRS;2;PL	C
erforschest	erforscht	V;SBJV;PRS;2;SG	V;IND;PRS;2;PL	C
ziehet	ziehst	V;SBJV;PRS;2;PL	V;IND;PRS;2;SG	C
Ebene	Ebenen	V;SBJV;PRS;1;SG	N;DAT;PL	C
Leisten	Leiste	N;DAT;PL	V;SBJV;PRS;1;SG	C
stillte	stillest	V;SBJV;PST;1;SG	V;SBJV;PRS;2;SG	C
baust	bauest	V;IND;PRS;2;SG	V;SBJV;PRS;2;SG	C
weise	weisen	V;SBJV;PRS;1;SG	N;DAT;PL	C
borgst	borgte	V;IND;PRS;2;SG	V;SBJV;PST;1;SG	C
begrabest	begrabet	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	C
stoße	stoßt	V;SBJV;PRS;1;SG	V;IND;PRS;2;PL	C
fragen	fragst	N;DAT;PL	V;IND;PRS;2;SG	C
schmiert	schmierte	V;IND;PRS;2;PL	V;SBJV;PST;1;SG	C
wehen	wehe	N;DAT;PL	V;SBJV;PRS;1;SG	C
weine	weinte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
Fallen	Falle	N;DAT;PL	V;SBJV;PRS;1;SG	C
versuche	versuchst	V;SBJV;PRS;1;SG	V;IND;PRS;2;SG	C
gehorchest	gehorchst	V;SBJV;PRS;2;SG	V;IND;PRS;2;SG	C
zeugte	zeugst	V;SBJV;PST;1;SG	V;IND;PRS;2;SG	C
säumet	säume	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
kaufst	kaufte	V;IND;PRS;2;SG	V;SBJV;PST;1;SG	C
Wollte	Wollt	V;SBJV;PST;1;SG	V;IND;PRS;2;PL	C
wacht	wache	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG	C
erhörest	erhörst	V;SBJV;PRS;2;SG	V;IND;PRS;2;SG	C
rufe	rufet	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL	C
bauten	baute	V;SBJV;PST;3;PL	V;SBJV;PST;1;SG	C
trage	tragest	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;SG	C
Paläste	Palästen	V;SBJV;PRS;1;SG	N;DAT;PL	C
versagen	versagt	N;DAT;PL	V;IND;PRS;2;PL	C
hurst	hure	V;IND;PRS;2;SG	V;SBJV;PRS;1;SG	C
feiern	feierte	N;DAT;PL	V;SBJV;PST;1;SG	C
blende	blenden	V;SBJV;PRS;1;SG	N;DAT;PL	C
heilte	heile	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG	C
wolle	wollt	V;SBJV;PRS;1;SG	V;IND;PRS;2;PL	C
befestigte	befestigten	V;SBJV;PST;1;SG	V;SBJV;PST;3;PL	C
sagest	sage	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;SG	C
sorge	sorgen	V;SBJV;PRS;1;SG	N;DAT;PL	C
säst	säet	V;IND;PRS;2;SG	V;SBJV;PRS;2;PL	C
Weinberge	Weinbergen	V;SBJV;PRS;1;SG	N;DAT;PL	C
klage	klagte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
Jüngern	Jünger	N;DAT;PL	N;NOM;SG	C
bedeckst	bedeckest	V;IND;PRS;2;SG	V;SBJV;PRS;2;SG	C
Ding	Dingen	N;NOM;SG	N;DAT;PL	C
schöpfen	schöpfte	N;DAT;PL	V;SBJV;PST;1;SG	C
arbeiten	arbeit	N;DAT;PL	N;NOM;SG	C
anrichten	anrichte	N;DAT;PL	V;SBJV;PRS;1;SG	C
sollten	sollte	V;SBJV;PST;3;PL	V;SBJV;PST;1;SG	C
kennst	kennest	V;IND;PRS;2;SG	V;SBJV;PRS;2;SG	C
ehrst	ehre	V;IND;PRS;2;SG	V;SBJV;PRS;1;SG	C
drückte	drücke	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG	C
begehre	begehrst	V;SBJV;PRS;1;SG	V;IND;PRS;2;SG	C
ehrst	ehrte	V;IND;PRS;2;SG	V;SBJV;PST;1;SG	C
lehren	lehre	N;DAT;PL	V;SBJV;PRS;1;SG	C
bringet	bringst	V;SBJV;PRS;2;PL	V;IND;PRS;2;SG	C
Monde	Monden	V;SBJV;PRS;1;SG	N;DAT;PL	C
Tieren	Tier	N;DAT;PL	N;NOM;SG	C
schau	schauest	N;NOM;SG	V;SBJV;PRS;2;SG	C
stiege	stiegen	V;SBJV;PRS;1;SG	N;DAT;PL	C
suchte	suchst	V;SBJV;PST;1;SG	V;IND;PRS;2;SG	C
wälzet	wälzt	V;SBJV;PRS;2;PL	V;IND;PRS;2;PL	C
fülle	füllst	V;SBJV;PRS;1;SG	V;IND;PRS;2;SG	C
weg	wegen	N;NOM;SG	N;DAT;PL	C
füllen	füllte	N;DAT;PL	V;SBJV;PST;1;SG	C
Speere	Speeren	V;SBJV;PRS;1;SG	N;DAT;PL	C
weichest	weiche	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;SG	C
bekehret	bekehrte	V;SBJV;PRS;2;PL	V;SBJV;PST;1;SG	C
flehte	flehst	V;SBJV;PST;1;SG	V;IND;PRS;2;SG	C
ziehst	ziehet	V;IND;PRS;2;SG	V;SBJV;PRS;2;PL	C
lehre	lehrte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
Empörungen	Empörung	N;DAT;PL	N;NOM;SG	C
ladest	lade	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;SG	C
wünschen	wünsche	N;DAT;PL	V;SBJV;PRS;1;SG	C
danke	dankte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
Grabe	Grab	V;SBJV;PRS;1;SG	N;NOM;SG	C
helfet	helfest	V;SBJV;PRS;2;PL	V;SBJV;PRS;2;SG	C
Friede	Frieden	V;SBJV;PRS;1;SG	N;DAT;PL	C
schöpfte	schöpfe	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG	C
gebühren	gebührt	N;DAT;PL	V;IND;PRS;2;PL	C
gewinnen	gewinnet	N;DAT;PL	V;SBJV;PRS;2;PL	C
lügen	lüge	N;DAT;PL	V;SBJV;PRS;1;SG	C
feiern	feierten	N;DAT;PL	V;SBJV;PST;3;PL	C
demütig	demütigst	N;NOM;SG	V;IND;PRS;2;SG	C
Gemeinde	Gemeinden	V;SBJV;PRS;1;SG	N;DAT;PL	C
Aussätzige	Aussätzigen	V;SBJV;PRS;1;SG	N;DAT;PL	C
begehret	begehrte	V;SBJV;PRS;2;PL	V;SBJV;PST;1;SG	C
feiert	feierten	V;IND;PRS;2;PL	V;SBJV;PST;3;PL	C
lauft	laufe	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG	C
mehr	mehret	N;NOM;SG	V;SBJV;PRS;2;PL	C
Quellen	Quelle	N;DAT;PL	V;SBJV;PRS;1;SG	C
heile	heil	V;SBJV;PRS;1;SG	N;NOM;SG	C
eingehst	eingehet	V;IND;PRS;2;SG	V;SBJV;PRS;2;PL	C
wach	wachen	N;NOM;SG	N;DAT;PL	C
suche	suchst	V;SBJV;PRS;1;SG	V;IND;PRS;2;SG	C
eingehet	eingeht	V;SBJV;PRS;2;PL	V;IND;PRS;2;PL	C
Kommst	Kommet	V;IND;PRS;2;SG	V;SBJV;PRS;2;PL	C
taufen	taufe	N;DAT;PL	V;SBJV;PRS;1;SG	C
demütiget	demütigte	V;SBJV;PRS;2;PL	V;SBJV;PST;1;SG	C
begehret	begehrt	V;SBJV;PRS;2;PL	V;IND;PRS;2;PL	C
könnest	könnt	V;SBJV;PRS;2;SG	V;IND;PRS;2;PL	C
lehrte	lehre	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG	C
braust	brause	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG	C
erforschet	erforscht	V;SBJV;PRS;2;PL	V;IND;PRS;2;PL	C
brauche	brauchte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
Schenke	Schenken	V;SBJV;PRS;1;SG	N;DAT;PL	C
setzest	setzt	V;SBJV;PRS;2;SG	V;IND;PRS;2;PL	C
führet	führst	V;SBJV;PRS;2;PL	V;IND;PRS;2;SG	C
habest	habt	V;SBJV;PRS;2;SG	V;IND;PRS;2;PL	C
Lasten	Last	N;DAT;PL	N;NOM;SG	C
kochte	koche	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG	C
Entsetzet	Entsetzt	V;SBJV;PRS;2;PL	V;IND;PRS;2;PL	C
hänge	hängte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
webte	webet	V;SBJV;PST;1;SG	V;SBJV;PRS;2;PL	C
Trübsale	Trübsal	V;SBJV;PRS;1;SG	N;NOM;SG	C
verkriechst	verkriechet	V;IND;PRS;2;SG	V;SBJV;PRS;2;PL	C
verkaufte	verkauft	V;SBJV;PST;1;SG	V;IND;PRS;2;PL	C
irre	irrte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
löst	löste	V;IND;PRS;2;PL	V;SBJV;PST;1;SG	C
verlobte	verlobt	V;SBJV;PST;1;SG	V;IND;PRS;2;PL	C
trotze	trotzest	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;SG	C
weine	weinest	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;SG	C
reife	reif	V;SBJV;PRS;1;SG	N;NOM;SG	C
Maße	Maßen	V;SBJV;PRS;1;SG	N;DAT;PL	C
Maultieren	Maultiere	N;DAT;PL	V;SBJV;PRS;1;SG	C
werdet	werde	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
stoßt	stoße	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG	C
erzürnt	erzürnst	V;IND;PRS;2;PL	V;IND;PRS;2;SG	C
verkehrte	verkehrten	V;SBJV;PST;1;SG	V;SBJV;PST;3;PL	C
lehren	lehrest	N;DAT;PL	V;SBJV;PRS;2;SG	C
schauen	schaute	N;DAT;PL	V;SBJV;PST;1;SG	C
heißest	heißet	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	C
war	waren	N;NOM;SG	N;DAT;PL	C
zeugest	zeuget	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	C
kühl	kühle	N;NOM;SG	V;SBJV;PRS;1;SG	C
säumen	säumet	N;DAT;PL	V;SBJV;PRS;2;PL	C
weichst	weichest	V;IND;PRS;2;SG	V;SBJV;PRS;2;SG	C
zerstreuet	zerstreust	V;SBJV;PRS;2;PL	V;IND;PRS;2;SG	C
habet	habe	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
fresse	fresset	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL	C
Nehmet	Nehmt	V;SBJV;PRS;2;PL	V;IND;PRS;2;PL	C
lobe	lobte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
drängten	drängst	V;SBJV;PST;3;PL	V;IND;PRS;2;SG	C
behaltest	behalte	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;SG	C
stoßest	stoßet	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	C
erhört	erhörst	V;IND;PRS;2;PL	V;IND;PRS;2;SG	C
übte	übet	V;SBJV;PST;1;SG	V;SBJV;PRS;2;PL	C
machet	machst	V;SBJV;PRS;2;PL	V;IND;PRS;2;SG	C
greife	greifen	V;SBJV;PRS;1;SG	N;DAT;PL	C
kaufe	kaufet	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL	C
schaute	schauest	V;SBJV;PST;1;SG	V;SBJV;PRS;2;SG	C
Stufe	Stufen	V;SBJV;PRS;1;SG	N;DAT;PL	C
Fallet	Fallt	V;SBJV;PRS;2;PL	V;IND;PRS;2;PL	C
soll	sollten	N;NOM;SG	V;SBJV;PST;3;PL	C
Gesetze	Gesetzen	V;SBJV;PRS;1;SG	N;DAT;PL	C
stürzest	stürzt	V;SBJV;PRS;2;SG	V;IND;PRS;2;PL	C
schlag	schlage	N;NOM;SG	V;SBJV;PRS;1;SG	C
glänzte	glänzt	V;SBJV;PST;1;SG	V;IND;PRS;2;PL	C
gewöhnt	gewöhnte	V;IND;PRS;2;PL	V;SBJV;PST;1;SG	C
hängen	hängte	N;DAT;PL	V;SBJV;PST;1;SG	C
lebte	lebet	V;SBJV;PST;1;SG	V;SBJV;PRS;2;PL	C
betrübet	betrübte	V;SBJV;PRS;2;PL	V;SBJV;PST;1;SG	C
holst	holte	V;IND;PRS;2;SG	V;SBJV;PST;1;SG	C
sterbt	sterbest	V;IND;PRS;2;PL	V;SBJV;PRS;2;SG	C
stürzt	stürze	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG	C
Zeugen	Zeug	N;DAT;PL	N;NOM;SG	C
suchen	suchst	N;DAT;PL	V;IND;PRS;2;SG	C
stärke	stärkte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG	C
glauben	glaubst	N;DAT;PL	V;IND;PRS;2;SG	C
ausführen	ausführe	N;DAT;PL	V;SBJV;PRS;1;SG	C
pflanzte	pflanze	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG	C
Kristalle	Kristallen	V;SBJV;PRS;1;SG	N;DAT;PL	C
gebäret	gebäre	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
stärket	stärke	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
ausziehst	auszieht	V;IND;PRS;2;SG	V;IND;PRS;2;PL	C
Hirsche	Hirschen	V;SBJV;PRS;1;SG	N;DAT;PL	C
weichen	weichest	N;DAT;PL	V;SBJV;PRS;2;SG	C
bestellt	bestellte	V;IND;PRS;2;PL	V;SBJV;PST;1;SG	C
machst	machest	V;IND;PRS;2;SG	V;SBJV;PRS;2;SG	C
Seilen	Seil	N;DAT;PL	N;NOM;SG	C
Erstlinge	Erstlingen	V;SBJV;PRS;1;SG	N;DAT;PL	C
bauet	baue	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG	C
kaufest	kaufet	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	C
holte	holet	V;SBJV;PST;1;SG	V;SBJV;PRS;2;PL	C
wälzt	wälzet	V;IND;PRS;2;PL	V;SBJV;PRS;2;PL	C
