src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
Nächsten,Nächstem,0_0,0_7,adj;sint;sup;attr - adj;sint;sup;pred - adj;sint;sup;m;sg;gen;st - adj;sint;sup;m;sg;gen;sw - adj;sint;sup;m;sg;gen;mix - adj;sint;sup;m;sg;dat;sw - adj;sint;sup;m;sg;dat;mix - adj;sint;sup;m;sg;acc;st - adj;sint;sup;m;sg;acc;sw - adj;sint;sup;m;sg;acc;mix - adj;sint;sup;m;pl;nom;sw - adj;sint;sup;m;pl;nom;mix - adj;sint;sup;m;pl;gen;sw - adj;sint;sup;m;pl;gen;mix - adj;sint;sup;m;pl;dat;st - adj;sint;sup;m;pl;dat;sw - adj;sint;sup;m;pl;dat;mix - adj;sint;sup;m;pl;acc;sw - adj;sint;sup;m;pl;acc;mix - adj;sint;sup;nt;sg;gen;st - adj;sint;sup;nt;sg;gen;sw - adj;sint;sup;nt;sg;gen;mix - adj;sint;sup;nt;sg;dat;sw - adj;sint;sup;nt;sg;dat;mix - adj;sint;sup;nt;pl;nom;sw - adj;sint;sup;nt;pl;nom;mix - adj;sint;sup;nt;pl;gen;sw - adj;sint;sup;nt;pl;gen;mix - adj;sint;sup;nt;pl;dat;sw - adj;sint;sup;nt;pl;dat;mix - adj;sint;sup;nt;pl;acc;sw - adj;sint;sup;nt;pl;acc;mix - adj;sint;sup;f;sg;gen;sw - adj;sint;sup;f;sg;gen;mix - adj;sint;sup;f;sg;dat;sw - adj;sint;sup;f;sg;dat;mix - adj;sint;sup;f;pl;nom;sw - adj;sint;sup;f;pl;nom;mix - adj;sint;sup;f;pl;gen;sw - adj;sint;sup;f;pl;gen;mix - adj;sint;sup;f;pl;dat;st - adj;sint;sup;f;pl;dat;sw - adj;sint;sup;f;pl;dat;mix - adj;sint;sup;f;pl;acc;sw - adj;sint;sup;f;pl;acc;mix - adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,adj;sint;sup;m;sg;dat;st - adj;sint;sup;nt;sg;dat;st - adj;sint;m;sg;dat;st - adj;sint;nt;sg;dat;st,C
blödes,blöden,0_8,0_0,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,C
mein,meinten,0_12,0_11,det;pos;m;sg;nom - det;pos;nt;sg;nom - det;pos;nt;sg;acc - verb;imp;sg,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
Türen,Türe,0_0,0_3,,,TGT_LEXICAL_ERROR
rauschen,rauschte,0_0,0_4,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;dat;lower - n;nt;pl;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;dat;lower;compound-R - n;nt;pl;acc;lower;compound-R,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
tat,tatest,0_12,0_2,verb;pii;p1;sg - verb;pii;p3;sg - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,verb;pii;p2;sg,C
Auslegen,Auslegen,0_0,0_0,verb;sep;inf - verb;sep;ger;nom - verb;sep;ger;dat - verb;sep;ger;acc - verb;sep;fs;pri;p1;pl - verb;sep;fs;pri;p3;pl - verb;sep;fs;prs;p1;pl - verb;sep;fs;prs;p3;pl,verb;sep;inf - verb;sep;ger;nom - verb;sep;ger;dat - verb;sep;ger;acc - verb;sep;fs;pri;p1;pl - verb;sep;fs;pri;p3;pl - verb;sep;fs;prs;p1;pl - verb;sep;fs;prs;p3;pl,C
weissage,weissagte,0_3,0_4,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
weigerst,weigert,0_10,0_6,verb;pri;p2;sg - verb;prs;p2;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,C
Schaft,Schafe,0_6,0_3,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,n;nt;sg;dat - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - n;nt;sg;dat;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - n;nt;sg;dat;lower;compound-R - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,PARADIGM_ERROR
keine,kein,0_3,0_12,det;ind;f;sg;nom - det;ind;f;sg;acc - det;ind;mfn;pl;nom - det;ind;mfn;pl;acc,det;ind;m;sg;nom - det;ind;nt;sg;nom - det;ind;nt;sg;acc,SRC_POS_ERROR TGT_POS_ERROR
wälzen,wälzte,0_0,0_4,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
Aller,Alle,0_5,0_3,det;ind;m;sg;nom - det;ind;f;sg;gen - det;ind;f;sg;dat - det;ind;mfn;pl;gen,adv; - det;ind;f;sg;nom - det;ind;f;sg;acc - det;ind;mfn;pl;nom - det;ind;mfn;pl;acc - det;qnt;m;sg;nom - det;qnt;m;sg;gen - det;qnt;m;sg;dat - det;qnt;m;sg;acc - det;qnt;f;sg;nom - det;qnt;f;sg;gen - det;qnt;f;sg;dat - det;qnt;f;sg;acc - det;qnt;nt;sg;nom - det;qnt;nt;sg;gen - det;qnt;nt;sg;dat - det;qnt;nt;sg;acc - det;qnt;mfn;pl;nom - det;qnt;mfn;pl;gen - det;qnt;mfn;pl;dat - det;qnt;mfn;pl;acc,SRC_POS_ERROR TGT_POS_ERROR
verkläre,verklärt,0_3,0_6,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
schliefe,schliefest,0_3,0_2,verb;pis;p1;sg - verb;pis;p3;sg,verb;pis;p2;sg,C
macht,machest,0_6,0_2,verb;imp;pl - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p2;pl - verb;pri;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,verb;prs;p2;sg,C
Brüsten,Brüste,0_0,0_3,n;f;pl;dat - verb;inf - n;f;pl;dat;lower - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;pl;dat;lower;compound-R - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,n;f;pl;nom - n;f;pl;gen - n;f;pl;acc - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;acc;lower - verb;imp;sg - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;acc;lower;compound-R - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,C
vergriff,vergriffen,0_12,0_0,verb;pii;p1;sg - verb;pii;p3;sg,verb;pp - verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
ergrimmt,ergrimmte,0_6,0_4,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
beschneide,beschneidet,0_3,0_9,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,C
plagen,plagt,0_0,0_6,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
schreibst,schreiben,0_10,0_0,verb;pri;p2;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;dat;lower - n;nt;pl;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;dat;lower;compound-R - n;nt;pl;acc;lower;compound-R,C
Gerecht,Gerechte,0_12,0_3,adv; - adj;sint - adj;sint;attr - adj;sint;pred,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,C
Übertreten,Übertreten,0_0,0_0,verb;sep;inf - verb;sep;ger;nom - verb;sep;ger;dat - verb;sep;ger;acc - verb;sep;fs;pri;p1;pl - verb;sep;fs;pri;p3;pl - verb;sep;fs;prs;p1;pl - verb;sep;fs;prs;p3;pl,verb;sep;inf - verb;sep;ger;nom - verb;sep;ger;dat - verb;sep;ger;acc - verb;sep;fs;pri;p1;pl - verb;sep;fs;pri;p3;pl - verb;sep;fs;prs;p1;pl - verb;sep;fs;prs;p3;pl,C
belagere,belagern,0_3,0_0,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
Saul,Sauls,1_0,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
streifte,streift,0_4,0_6,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
Sei,Seiten,0_12,0_11,verb;imp;sg - verb;prs;p1;sg - verb;prs;p3;sg,n;f;pl;nom - n;f;pl;gen - n;f;pl;dat - n;f;pl;acc - n;f;sg;cmp;compound-only-L - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,POS_PAIR_ERROR
anseht,ansehe,0_6,0_3,verb;sep;fs;pri;p2;pl,verb;sep;fs;pri;p1;sg - verb;sep;fs;prs;p1;sg - verb;sep;fs;prs;p3;sg,C
drücken,drückten,0_0,0_11,verb;inf - n;m;pl;dat;lower - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;m;pl;dat;lower;compound-R - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
zerstreuet,zerstreue,0_9,0_3,verb;prs;p2;pl,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,C
kräftige,kräftiger,0_3,0_5,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,C
halben,halber,0_0,0_5,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix - n;m;sg;gen;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;dat;lower - n;m;pl;acc;lower - n;m;sg;gen;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;dat;lower;compound-R - n;m;pl;acc;lower;compound-R,pprep;gen - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,C
sonder,sonderte,0_12,0_4,verb;imp;sg,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
andere,anderen,0_3,0_0,det;pos;f;sg;nom - det;pos;f;sg;acc - det;pos;mfn;pl;nom - det;pos;mfn;pl;acc - prn;ind;mf;pl;nom;st - prn;ind;mf;pl;acc;st - prn;ind;m;sg;nom;sw - prn;ind;f;sg;nom;st - prn;ind;f;sg;nom;sw - prn;ind;f;sg;nom;mix - prn;ind;f;sg;acc;st - prn;ind;f;sg;acc;sw - prn;ind;f;sg;acc;mix - prn;ind;nt;sg;nom;sw - prn;ind;nt;sg;acc;sw - det;ind;m;sg;nom;sw - det;ind;f;sg;nom;st - det;ind;f;sg;nom;sw - det;ind;f;sg;nom;mix - det;ind;f;sg;acc;st - det;ind;f;sg;acc;sw - det;ind;f;sg;acc;mix - det;ind;nt;sg;nom;sw - det;ind;nt;sg;acc;sw - det;ind;mfn;pl;nom;st - det;ind;mfn;pl;acc;st,det;pos;m;sg;acc - det;pos;mfn;pl;dat - prn;ind;mf;pl;nom;sw - prn;ind;mf;pl;nom;mix - prn;ind;mf;pl;gen;sw - prn;ind;mf;pl;gen;mix - prn;ind;mf;pl;dat;st - prn;ind;mf;pl;dat;sw - prn;ind;mf;pl;dat;mix - prn;ind;mf;pl;acc;sw - prn;ind;mf;pl;acc;mix - prn;ind;m;sg;gen;st - prn;ind;m;sg;gen;sw - prn;ind;m;sg;gen;mix - prn;ind;m;sg;dat;sw - prn;ind;m;sg;dat;mix - prn;ind;m;sg;acc;st - prn;ind;m;sg;acc;sw - prn;ind;m;sg;acc;mix - prn;ind;f;sg;gen;sw - prn;ind;f;sg;gen;mix - prn;ind;f;sg;dat;sw - prn;ind;f;sg;dat;mix - prn;ind;nt;sg;gen;st - prn;ind;nt;sg;gen;sw - prn;ind;nt;sg;gen;mix - prn;ind;nt;sg;dat;sw - prn;ind;nt;sg;dat;mix - det;ind;m;sg;gen;st - det;ind;m;sg;gen;sw - det;ind;m;sg;gen;mix - det;ind;m;sg;dat;sw - det;ind;m;sg;dat;mix - det;ind;m;sg;acc;st - det;ind;m;sg;acc;sw - det;ind;m;sg;acc;mix - det;ind;f;sg;gen;sw - det;ind;f;sg;gen;mix - det;ind;f;sg;dat;sw - det;ind;f;sg;dat;mix - det;ind;nt;sg;gen;st - det;ind;nt;sg;gen;sw - det;ind;nt;sg;gen;mix - det;ind;nt;sg;dat;sw - det;ind;nt;sg;dat;mix - det;ind;mfn;pl;nom;sw - det;ind;mfn;pl;nom;mix - det;ind;mfn;pl;gen;sw - det;ind;mfn;pl;gen;mix - det;ind;mfn;pl;dat;st - det;ind;mfn;pl;dat;sw - det;ind;mfn;pl;dat;mix - det;ind;mfn;pl;acc;sw - det;ind;mfn;pl;acc;mix,C
Schlägen,Schläge,0_0,0_3,n;m;pl;dat - n;m;pl;dat;lower - n;m;pl;dat;lower;compound-R,n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,C
taufe,tauft,0_3,0_6,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
erzähle,erzählte,0_3,0_4,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
zermalme,zermalmen,0_3,0_0,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
lüge,lügst,0_3,0_10,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,verb;pri;p2;sg,C
ererben,ererbt,0_0,0_6,,,SRC_LEXICAL_ERROR
bekräftigt,bekräftigen,0_6,0_0,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
heißet,heiße,0_9,0_3,verb;prs;p2;pl,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,C
süßen,süßem,0_0,0_7,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,adj;sint;m;sg;dat;st - adj;sint;nt;sg;dat;st,C
nähret,nährt,0_9,0_6,verb;prs;p2;pl,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
bewegt,bewegten,0_6,0_11,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;pp - verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
schiffte,schiffen,1_4,1_1,,,SRC_LEXICAL_ERROR
rohes,roh,0_8,0_12,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,adj;sint - adj;sint;attr - adj;sint;pred,C
Geschäfte,Geschäft,0_3,0_12,n;nt;sg;dat - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - n;nt;sg;dat;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - n;nt;sg;dat;lower;compound-R - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,C
weinest,weint,0_2,0_6,verb;prs;p2;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
pflanzen,pflanzest,0_0,0_2,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,verb;prs;p2;sg,C
aufhalte,aufhalten,0_3,0_0,verb;sep;fs;pri;p1;sg - verb;sep;fs;prs;p1;sg - verb;sep;fs;prs;p3;sg,verb;sep;inf - verb;sep;ger;nom - verb;sep;ger;dat - verb;sep;ger;acc - verb;sep;fs;pri;p1;pl - verb;sep;fs;pri;p3;pl - verb;sep;fs;prs;p1;pl - verb;sep;fs;prs;p3;pl,C
