src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
Þessir,Þessi,1_4,V;IND;PST;2;SG,1_7,N;INDF;DAT;SG,prn;dem;m;pl;nom - det;dem;m;pl;nom,prn;dem;m;sg;nom - prn;dem;f;sg;nom - prn;dem;nt;pl;nom - prn;dem;nt;pl;acc - det;dem;m;sg;nom - det;dem;f;sg;nom - det;dem;nt;pl;nom - det;dem;nt;pl;acc,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
loft,lofi,1_0,N;INDF;ACC;SG,1_7,N;INDF;DAT;SG,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;sg;dat;ind - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,PARADIGM_ERROR
villa,villast,0_20,V;NFIN,0_11,V;IND;PRS;3;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
stóðu,stóðuð,1_17,N;INDF;GEN;SG,1_18,V;IND;PST;2;PL,verb;actv;past;p3;pl,verb;actv;past;p2;pl,ERR_SRC_SLOT_ERROR
engilinn,engilinn,1_5,N;DEF;ACC;SG,1_5,N;DEF;ACC;SG,n;m;sg;acc;def,n;m;sg;acc;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
skírt,skírir,0_17,V.PTCP;PST;ACC;SG,0_8,V;SBJV;PRS;2;SG,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
gáfur,gáfu,1_12,V.PTCP;PST;NOM;SG,1_17,N;INDF;GEN;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
byggið,byggir,0_19,V;IND;PRS;2;PL,0_8,V;SBJV;PRS;2;SG,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;pss;p2;sg - verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,ERR_SRC_SLOT_ERROR
meiri,meira,1_7,N;INDF;DAT;SG,1_14,N;INDF;GEN;PL,adj;comp;m;sg;nom;vei - adj;comp;m;sg;acc;vei - adj;comp;m;sg;dat;vei - adj;comp;m;sg;gen;vei - adj;comp;m;pl;nom;vei - adj;comp;m;pl;acc;vei - adj;comp;m;pl;dat;vei - adj;comp;m;pl;gen;vei - adj;comp;f;sg;nom;vei - adj;comp;f;sg;acc;vei - adj;comp;f;sg;dat;vei - adj;comp;f;sg;gen;vei - adj;comp;f;pl;nom;vei - adj;comp;f;pl;acc;vei - adj;comp;f;pl;dat;vei - adj;comp;f;pl;gen;vei - adj;comp;nt;pl;nom;vei - adj;comp;nt;pl;acc;vei - adj;comp;nt;pl;dat;vei - adj;comp;nt;pl;gen;vei,adv; - adj;comp;nt;sg;nom;vei - adj;comp;nt;sg;acc;vei - adj;comp;nt;sg;dat;vei - adj;comp;nt;sg;gen;vei,ERR_SRC_SLOT_ERROR
stundar,stundi,1_9,ADJ;NOM;PL,1_7,N;INDF;DAT;SG,n;f;sg;gen;ind - verb;actv;pp;f;pl;nom;sta - verb;actv;pp;f;pl;acc;sta,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pp;m;sg;nom;vei,ERR_TGT_SLOT_ERROR
boðuð,boðaði,1_18,V;IND;PST;2;PL,1_11,V;SBJV;PST;3;SG,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,ERR_SRC_SLOT_ERROR
vegir,vegur,1_4,V;IND;PST;2;SG,1_12,V.PTCP;PST;NOM;SG,n;m;pl;nom;ind,n;m;sg;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
holdi,hold,1_7,N;INDF;DAT;SG,1_0,N;INDF;ACC;SG,n;nt;sg;dat;ind,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,ERR_SRC_SLOT_ERROR
lærisveins,lærisveina,1_13,PRN;INDF;GEN;SG,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
þröngu,þrönga,1_17,N;INDF;GEN;SG,1_14,N;INDF;GEN;PL,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
yrðum,yrði,1_2,N;INDF;DAT;PL,1_7,N;INDF;DAT;SG,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl - verb;actv;pss;p1;pl,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
merki,merkt,0_15,V;SBJV;PRS;3;PL,0_17,V.PTCP;PST;ACC;SG,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;supn - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
staða,staðar,1_14,N;INDF;GEN;PL,1_9,ADJ;NOM;PL,n;f;sg;nom;def - n;f;pl;gen;def - n;m;pl;gen;ind,n;m;sg;gen;ind,ERR_TGT_SLOT_ERROR
falli,fallin,1_7,N;INDF;DAT;SG,1_6,V.PTCP;PST;ACC;PL,n;nt;sg;dat;def - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR
öldunga,öldunga,1_14,N;INDF;GEN;PL,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
syndugur,syndug,1_12,V.PTCP;PST;NOM;SG,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Hebrei,Hebrear,1_7,N;INDF;DAT;SG,1_9,ADJ;NOM;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
athugi,athugað,1_7,N;INDF;DAT;SG,1_8,V.CVB,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
stund,stundu,1_0,N;INDF;ACC;SG,1_17,N;INDF;GEN;SG,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,verb;actv;past;p3;pl - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,ERR_SRC_SLOT_ERROR
grein,greinunum,1_0,N;INDF;ACC;SG,1_1,N;DEF;DAT;PL,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - verb;actv;imp;p2;sg,n;f;pl;dat;def - n;m;pl;dat;def,C
viðbúnir,viðbúna,1_4,V;IND;PST;2;SG,1_14,N;INDF;GEN;PL,adj;pst;m;pl;nom;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
standið,standa,1_15,V;IMP;2;PL,1_14,N;INDF;GEN;PL,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;inf - verb;midv;inf - verb;actv;pri;p3;pl,ERR_SRC_SLOT_ERROR
þakkið,þakkir,1_15,V;IMP;2;PL,1_4,V;IND;PST;2;SG,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,n;f;pl;nom;ind - n;f;pl;acc;ind - verb;actv;prs;p2;sg,ERR_SRC_SLOT_ERROR
góðan,góða,1_3,ADJ;ACC;SG,1_14,N;INDF;GEN;PL,adj;pst;m;sg;acc;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fjalls,fjallið,1_13,PRN;INDF;GEN;SG,1_15,V;IMP;2;PL,n;nt;sg;gen;ind,n;nt;sg;nom;def - n;nt;sg;acc;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
breytist,breyta,0_7,V;SBJV;PRS;1;SG,0_20,V;NFIN,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl - verb;midv;imp;p2;pl,verb;actv;inf - n;f;sg;nom;ind - n;f;pl;gen;ind - verb;actv;pri;p3;pl,C
berið,berum,0_19,V;IND;PRS;2;PL,0_1,V;SBJV;PRS;1;PL,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
eina,eins,1_14,N;INDF;GEN;PL,1_13,PRN;INDF;GEN;SG,num;f;sg;acc - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adv; - num;m;sg;gen - num;nt;sg;gen - adj;pst;m;sg;gen;sta - adj;pst;nt;sg;gen;sta,SRC_SLOT_ERROR;TGT_SLOT_ERROR
hryggist,hryggi,0_7,V;SBJV;PRS;1;SG,0_15,V;SBJV;PRS;3;PL,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,n;m;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
Mattías,Mattíasar,1_0,N;INDF;ACC;SG,1_9,ADJ;NOM;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
gjaldið,gjaldi,1_15,V;IMP;2;PL,1_7,N;INDF;DAT;SG,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,n;nt;sg;dat;ind - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,MAPPED_POS_PAIR_ERROR
sést,séð,0_12,V;IND;PRS;1;SG,0_18,N;INDF;NOM;SG,verb;midv;supn - verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p3;sg,verb;actv;supn - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,ERR_TGT_SLOT_ERROR
fundin,fundinn,1_6,V.PTCP;PST;ACC;PL,1_5,N;DEF;ACC;SG,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,n;m;sg;acc;def - verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta - adj;pst;m;sg;nom;sta - adj;pst;m;sg;acc;sta,MAPPED_POS_PAIR_ERROR
fjalla,fjallinu,1_14,N;INDF;GEN;PL,1_10,V;SBJV;PST;2;PL,n;nt;pl;gen;ind,n;nt;sg;dat;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
snúið,snúa,1_15,V;IMP;2;PL,1_14,N;INDF;GEN;PL,verb;midv;supn - verb;actv;past;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;actv;pp;m;pl;nom;sta - verb;actv;pp;m;pl;acc;sta,verb;actv;inf - verb;actv;pri;p3;pl,ERR_TGT_SLOT_ERROR
veika,veikum,1_14,N;INDF;GEN;PL,1_2,N;INDF;DAT;PL,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sætt,sæti,1_0,N;INDF;ACC;SG,1_7,N;INDF;DAT;SG,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - adj;pst;m;sg;nom;vei,ERR_SRC_SLOT_ERROR
þjóðir,þjóðar,1_4,V;IND;PST;2;SG,1_9,ADJ;NOM;PL,n;f;pl;nom;ind - n;f;pl;acc;ind,n;f;sg;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
handa,handan,1_14,N;INDF;GEN;PL,1_3,ADJ;ACC;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
hugga,huggaði,1_14,N;INDF;GEN;PL,1_11,V;SBJV;PST;3;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
þriðja,þriðji,1_14,N;INDF;GEN;PL,1_7,N;INDF;DAT;SG,adj;ord;m;sg;acc;vei - adj;ord;m;sg;dat;vei - adj;ord;m;sg;gen;vei - adj;ord;f;sg;nom;vei - adj;ord;nt;sg;nom;vei - adj;ord;nt;sg;acc;vei - adj;ord;nt;sg;dat;vei - adj;ord;nt;sg;gen;vei,adj;ord;m;sg;nom;vei,SRC_SLOT_ERROR;TGT_SLOT_ERROR
setið,setið,0_19,V;IND;PRS;2;PL,0_19,V;IND;PRS;2;PL,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
mettir,metta,0_8,V;SBJV;PRS;2;SG,0_20,V;NFIN,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
reykur,reyk,1_12,V.PTCP;PST;NOM;SG,1_0,N;INDF;ACC;SG,n;m;sg;nom;ind,n;m;sg;acc;ind - n;m;sg;dat;ind - verb;actv;imp;p2;sg,ERR_SRC_SLOT_ERROR
eyði,ey,0_5,V;SBJV;PST;1;SG,0_14,V;IMP;2;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
halt,hala,0_17,V.PTCP;PST;ACC;SG,0_20,V;NFIN,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
breytið,breytist,0_19,V;IND;PRS;2;PL,0_7,V;SBJV;PRS;1;SG,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl - verb;midv;imp;p2;pl,ERR_SRC_SLOT_ERROR
marks,markinu,1_13,PRN;INDF;GEN;SG,1_10,V;SBJV;PST;2;PL,n;nt;sg;gen;ind,n;nt;sg;dat;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
andlegar,andleg,1_9,ADJ;NOM;PL,1_0,N;INDF;ACC;SG,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sig,sigur,1_0,N;INDF;ACC;SG,1_12,V.PTCP;PST;NOM;SG,prn;ref;m;sg;acc - prn;ref;m;pl;acc - prn;ref;f;sg;acc - prn;ref;f;pl;acc - prn;ref;nt;sg;acc - prn;ref;nt;pl;acc,n;m;sg;nom;ind - n;m;sg;acc;ind,POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
áttir,átta,1_4,V;IND;PST;2;SG,1_14,N;INDF;GEN;PL,verb;actv;past;p2;sg,num;m;pl;nom - num;m;pl;acc - num;m;pl;dat - num;m;pl;gen - num;f;pl;nom - num;f;pl;acc - num;f;pl;dat - num;f;pl;gen - num;nt;pl;nom - num;nt;pl;acc - num;nt;pl;dat - num;nt;pl;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
konungur,konung,1_12,V.PTCP;PST;NOM;SG,1_0,N;INDF;ACC;SG,n;m;sg;nom;ind,n;m;sg;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sýnið,sýni,0_19,V;IND;PRS;2;PL,0_15,V;SBJV;PRS;3;PL,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ríkir,ríkt,0_8,V;SBJV;PRS;2;SG,0_17,V.PTCP;PST;ACC;SG,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg - adj;pst;m;pl;nom;sta,verb;actv;supn - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,TGT_SLOT_ERROR
fórna,fórn,0_21,V.PTCP;PST;GEN;SG,0_9,PRN;INDF;ACC;SG,n;f;pl;gen;ind,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fengi,fenginn,1_7,N;INDF;DAT;SG,1_5,N;DEF;ACC;SG,verb;actv;pss;p1;sg - verb;actv;pss;p3;sg,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
getinn,geta,1_5,N;DEF;ACC;SG,1_14,N;INDF;GEN;PL,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta,verb;actv;inf - n;f;sg;nom;ind - n;f;pl;gen;ind - verb;actv;pri;p3;pl,ERR_SRC_SLOT_ERROR
vild,vildu,1_0,N;INDF;ACC;SG,1_17,N;INDF;GEN;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
farísea,farísear,1_14,N;INDF;GEN;PL,1_9,ADJ;NOM;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
mæl,mæli,0_14,V;IMP;2;SG,0_15,V;SBJV;PRS;3;PL,verb;actv;imp;p2;sg,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - n;m;sg;acc;ind - n;m;sg;dat;ind,ERR_SRC_SLOT_ERROR
ávöxtinn,ávöxtum,1_5,N;DEF;ACC;SG,1_2,N;INDF;DAT;PL,n;m;sg;acc;def,n;m;pl;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
bæta,bæta,0_20,V;NFIN,0_20,V;NFIN,verb;actv;inf - verb;actv;pri;p3;pl - n;nt;pl;gen;ind,verb;actv;inf - verb;actv;pri;p3;pl - n;nt;pl;gen;ind,C
heilagan,heilaga,1_3,ADJ;ACC;SG,1_14,N;INDF;GEN;PL,adj;pst;m;sg;acc;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
drykk,drykkur,1_0,N;INDF;ACC;SG,1_12,V.PTCP;PST;NOM;SG,n;m;sg;acc;ind - n;m;sg;dat;ind,n;m;sg;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ranglátir,rangláta,1_4,V;IND;PST;2;SG,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
gjöra,gjörið,0_20,V;NFIN,0_19,V;IND;PRS;2;PL,verb;actv;inf - verb;midv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,ERR_TGT_SLOT_ERROR
afneitar,afneita,1_9,ADJ;NOM;PL,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
genginn,gengum,0_2,ADJ;NOM;SG,0_1,V;SBJV;PRS;1;PL,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta,verb;actv;past;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tvennt,tvennum,1_0,N;INDF;ACC;SG,1_2,N;INDF;DAT;PL,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
langaði,langur,1_11,V;SBJV;PST;3;SG,1_12,V.PTCP;PST;NOM;SG,verb;actv;past;p1;sg - verb;actv;past;p1;pl - verb;actv;past;p2;sg - verb;actv;past;p2;pl - verb;actv;past;p3;sg - verb;actv;past;p3;pl - verb;actv;pss;p3;sg - verb;actv;pss;p3;pl,adj;pst;m;sg;nom;sta,ERR_TGT_SLOT_ERROR
nauð,nauð,1_0,N;INDF;ACC;SG,1_0,N;INDF;ACC;SG,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - n;nt;sg;nom;ind - n;nt;sg;acc;ind,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - n;nt;sg;nom;ind - n;nt;sg;acc;ind,C
staður,staðin,1_12,V.PTCP;PST;NOM;SG,1_6,V.PTCP;PST;ACC;PL,n;m;sg;nom;ind,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vitnisburði,vitnisburðurinn,1_7,N;INDF;DAT;SG,1_16,N;DEF;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ritningum,ritningunum,1_2,N;INDF;DAT;PL,1_1,N;DEF;DAT;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
